TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
591452,ZFIP31927043130170,19-04-2022 23:25,NEFT,723502,18-06-2022 23:25,303204,508050,668171
212494,PMTV48435236919193,27-04-2022 14:27,RTGS,836584,17-06-2022 14:27,425475,870763,615639
377194,YDWZ45638406684179,25-05-2022 11:27,Cheque,231100,17-08-2022 11:27,303005,382064,486521
908759,BLAT41303601497521,30-04-2022 21:50,Other,852321,24-05-2022 21:50,770017,522117,407766
416224,XAGM54113657458077,21-05-2022 20:10,RTGS,721345,26-07-2022 20:10,541896,350564,575276
82524,HYLG54487296590488,09-06-2022 18:25,RTGS,349818,14-07-2022 18:25,254159,644841,881782
193907,ORZV51667002103165,25-05-2022 00:03,Other,289000,25-06-2022 00:03,13338,698159,315840
163873,GOSJ51864047277460,08-05-2022 18:12,IMPS,875125,29-07-2022 18:12,49713,969805,551660
929337,ADES34246228867486,24-05-2022 01:01,Other,232712,26-06-2022 01:01,184408,799989,272267
159664,INFP20029861741274,06-06-2022 01:33,RTGS,670168,05-09-2022 01:33,151464,30154,736212
536191,ARFH93175895518936,19-06-2022 10:28,IMPS,147009,31-08-2022 10:28,922389,639978,528596
162406,NHQS08244710544829,17-06-2022 16:31,Cheque,164718,13-09-2022 16:31,460309,921254,702488
834020,ADXV51025129832811,05-06-2022 03:00,RTGS,909206,02-08-2022 03:00,326854,984411,602822
706281,HNAB00137256275339,16-06-2022 06:14,IMPS,522331,11-08-2022 06:14,803551,501096,425249
114265,XNCM67779220831988,01-05-2022 00:40,NEFT,16685,23-07-2022 00:40,441546,238077,355649
40663,ICNC40265810857764,04-04-2022 14:30,NEFT,107759,26-05-2022 14:30,295065,886647,695388
746217,AQPH60449406801780,02-04-2022 13:01,Other,408101,03-04-2022 13:01,624508,982689,71648
607378,FDUL91640987524253,06-04-2022 15:46,RTGS,439407,04-07-2022 15:46,722219,933192,677713
536008,ZWWH64191974145829,16-04-2022 20:18,RTGS,258175,18-06-2022 20:18,533085,545101,48131
164520,XROL06399649861834,29-05-2022 19:57,Cheque,904458,30-06-2022 19:57,769691,194433,633626
486020,AHDZ27567304911704,04-06-2022 01:22,RTGS,840257,07-09-2022 01:22,777236,983643,199324
175587,NXHU41150944044228,09-05-2022 19:09,RTGS,440636,04-07-2022 19:09,340490,595109,892015
497912,ZMEU76136484553075,02-05-2022 05:40,NEFT,640153,27-05-2022 05:40,102147,893161,325051
700463,BOJZ02579459461783,07-06-2022 14:15,NEFT,645031,18-07-2022 14:15,808233,713036,206085
905187,IASD80388850086296,08-04-2022 05:22,Cheque,797528,23-05-2022 05:22,412431,520213,148010
696519,FYQL90895728658315,15-04-2022 06:09,NEFT,994761,21-04-2022 06:09,881449,334968,6492
929263,TEXP07279994854513,14-06-2022 01:31,IMPS,68219,30-07-2022 01:31,390976,533595,135101
415439,EKRD35844879941236,26-04-2022 04:38,NEFT,656685,10-07-2022 04:38,939033,295602,926005
793776,YUHE00360891628512,15-05-2022 02:18,IMPS,630224,12-07-2022 02:18,577643,329574,566655
926542,GUOH69846177541543,30-04-2022 00:00,IMPS,681379,14-05-2022 00:00,757612,342566,952366
771277,IEAZ99187821415858,20-05-2022 05:23,Cheque,487117,27-07-2022 05:23,547435,211742,616499
66146,PRGY13374945173208,11-06-2022 23:54,Other,982906,26-06-2022 23:54,903798,667959,459215
483791,RENO93950347724027,24-05-2022 07:51,Cheque,66364,04-07-2022 07:51,681047,78173,155453
196438,ODKF40456252253102,31-05-2022 18:34,RTGS,1831,08-07-2022 18:34,166206,768272,182114
923382,SEBE98867498832878,02-06-2022 17:56,IMPS,865629,19-06-2022 17:56,191049,459688,883070
200750,KSJN13097594772135,09-05-2022 15:08,IMPS,870933,17-06-2022 15:08,500638,757664,303689
219795,PFDD50124359782724,20-04-2022 15:16,NEFT,624319,13-07-2022 15:16,211335,663917,500595
250139,NNJY57786612920711,08-05-2022 07:13,NEFT,907504,29-06-2022 07:13,297510,367268,139937
67258,XMMT43732516750711,08-06-2022 00:45,NEFT,319987,07-07-2022 00:45,970503,774152,773420
659729,XNPQ04233815888637,31-05-2022 13:59,Cheque,40641,05-07-2022 13:59,791178,364703,324183
783711,YOWM03789682176276,19-05-2022 07:43,IMPS,966173,21-06-2022 07:43,804544,844955,602698
371635,CHIH20255014128360,11-06-2022 00:31,Other,126513,06-08-2022 00:31,225867,349510,494835
25246,NTGQ63351116901007,14-05-2022 09:35,Other,48895,16-07-2022 09:35,647145,160571,57235
759443,YYHV57611430641049,12-06-2022 02:04,IMPS,400544,10-08-2022 02:04,943836,803621,611071
750832,AQPO00647708210245,16-06-2022 13:49,Cheque,422874,04-09-2022 13:49,536862,594147,10391
386381,ADNS92511155895342,27-05-2022 11:11,NEFT,462001,03-09-2022 11:11,171249,103926,16534
442771,QBUB08148916299683,05-06-2022 22:41,IMPS,305882,04-07-2022 22:41,769029,685859,653294
196172,OUBP89626369089013,04-04-2022 14:14,Other,585295,10-06-2022 14:14,855555,908764,363878
249174,LMGK04558956914789,26-05-2022 14:51,IMPS,470885,15-06-2022 14:51,513789,762133,465886
145435,HQLX06804453847386,11-06-2022 21:52,Cheque,491366,10-07-2022 21:52,567235,4084,167771
974079,EMZG88649380670370,10-04-2022 00:05,Other,84574,22-05-2022 00:05,602662,966180,68766
944723,HBCU98046493980408,26-05-2022 23:15,Other,320599,13-08-2022 23:15,63616,323167,377981
794904,KNFL58130788567673,09-05-2022 08:01,Cheque,770860,13-07-2022 08:01,28562,758119,630851
338230,BZJT65550074640258,16-04-2022 14:02,RTGS,566760,27-06-2022 14:02,603033,302988,813353
274203,TIDY07828976329958,12-05-2022 02:56,IMPS,55694,24-06-2022 02:56,42583,684532,314302
679345,URET36892075408375,15-05-2022 20:21,Other,931229,05-08-2022 20:21,517895,15308,262408
767021,ZRGF70053605690147,22-04-2022 17:19,IMPS,547798,17-05-2022 17:19,951753,861092,291730
739258,AQGL69646105723776,24-04-2022 06:33,Other,986634,27-07-2022 06:33,373882,59592,778415
636305,TGEJ64773697337097,25-05-2022 18:35,Other,723496,04-06-2022 18:35,794961,200973,149037
206265,NCJG00579048488074,03-05-2022 02:12,NEFT,195976,12-07-2022 02:12,17323,285401,32967
485992,SPXO03760014378026,19-05-2022 08:34,NEFT,879420,08-06-2022 08:34,945628,505853,944815
736202,EFKR37155770701673,07-05-2022 10:08,IMPS,680036,21-06-2022 10:08,218949,740720,187540
205788,VGSG01267502495019,01-05-2022 08:01,RTGS,782479,16-07-2022 08:01,505215,435777,730550
4614,UGBN56084032305440,24-05-2022 13:55,IMPS,416832,12-06-2022 13:55,148045,490917,696513
71277,CCQP84054950009304,31-05-2022 01:46,Other,133971,31-08-2022 01:46,936310,447105,710609
207791,KICE70630465756397,12-06-2022 18:23,IMPS,371085,24-08-2022 18:23,113282,113142,621734
569791,PPFQ65182476261087,13-04-2022 01:45,Cheque,15196,22-07-2022 01:45,425232,297245,913258
660089,MGVZ55017407489875,16-04-2022 20:43,Other,690669,24-06-2022 20:43,796456,551564,23064
819566,KJFM02686366392294,11-06-2022 04:59,RTGS,629527,22-07-2022 04:59,631622,704943,635283
160312,SONW96743504067796,26-05-2022 00:50,NEFT,110958,04-07-2022 00:50,421245,293013,369877
893234,TEXP07279994854513,18-06-2022 22:17,Cheque,283660,09-08-2022 22:17,12821,989354,303608
50451,THRW96571488422505,09-06-2022 16:40,Other,143599,01-08-2022 16:40,733494,228003,26646
209345,UYEU27207785658684,02-06-2022 09:21,NEFT,925436,29-08-2022 09:21,864391,607095,295011
386054,PRGY13374945173208,15-05-2022 17:45,Cheque,699431,30-07-2022 17:45,612891,785007,250859
409397,DCAS78972276748069,24-05-2022 06:24,Other,340789,06-08-2022 06:24,505229,275006,344845
253946,SEXE44116528061092,13-05-2022 23:26,RTGS,779428,09-08-2022 23:26,802391,297259,101243
316669,VTWS17241392705904,06-04-2022 09:06,NEFT,554893,01-07-2022 09:06,683144,374112,869183
446693,SWZF53226013096948,28-04-2022 20:26,IMPS,706302,21-07-2022 20:26,626698,27097,678121
971531,YMAC87902679654153,09-06-2022 18:05,NEFT,162380,11-06-2022 18:05,560791,722433,721391
914062,LNNY07295907024941,18-04-2022 09:08,Other,211012,23-04-2022 09:08,290457,214703,748298
757212,KPWO78633752825204,13-06-2022 09:35,NEFT,110971,03-09-2022 09:35,930291,649899,606736
256251,ZNWA59134330273253,02-05-2022 08:10,IMPS,660830,07-07-2022 08:10,597049,829561,400775
591456,XPJW24421296058782,28-04-2022 13:11,Other,946226,29-05-2022 13:11,807766,23137,357937
525460,VNLH76034655294932,13-06-2022 23:42,Cheque,206885,02-08-2022 23:42,664756,318268,745935
702662,MXRS50831323848228,21-05-2022 18:56,NEFT,389217,30-07-2022 18:56,454669,268617,185047
784472,ODUJ11426699123993,18-05-2022 04:06,NEFT,908422,25-05-2022 04:06,281857,538527,937655
316363,MMWM75599495155789,31-05-2022 04:50,IMPS,493509,21-08-2022 04:50,29781,99053,525876
635542,SFQQ60915134949686,25-04-2022 19:55,IMPS,678053,23-07-2022 19:55,106006,528530,855104
582370,CMSA65995813073751,18-04-2022 10:53,RTGS,219686,22-07-2022 10:53,498723,628593,155406
848825,ZCWG90190313514901,12-04-2022 07:18,IMPS,759556,06-05-2022 07:18,964145,840307,514471
583274,XSNH14574122466152,15-06-2022 20:42,IMPS,648138,28-06-2022 20:42,237653,462315,289677
711313,CPXM83986171561350,05-06-2022 00:43,Other,286949,02-07-2022 00:43,172666,24335,997679
483695,JCWR40610915132277,16-05-2022 17:10,NEFT,765154,28-06-2022 17:10,612016,842604,944930
113971,AIQN04039519691741,19-05-2022 10:12,NEFT,201510,23-07-2022 10:12,937376,42371,723447
654274,EEKU35370272190174,06-04-2022 02:03,NEFT,482337,12-07-2022 02:03,378308,525326,955964
230527,FFQA40127672735806,20-04-2022 10:20,Cheque,232759,20-07-2022 10:20,575692,903069,778898
546793,LMGK04558956914789,30-05-2022 17:24,RTGS,189641,16-07-2022 17:24,368510,957131,133324
280490,HWLF91727250738466,05-04-2022 00:26,NEFT,856991,28-04-2022 00:26,519140,227439,875688
915448,FEUV43173135013347,08-05-2022 08:31,IMPS,279808,22-07-2022 08:31,761782,702787,671204
347100,MOBW05524449661575,15-06-2022 23:37,NEFT,591657,16-09-2022 23:37,584135,852837,544929
953263,TLWT05422074682049,18-05-2022 11:58,IMPS,139038,19-07-2022 11:58,717126,497505,681339
857119,RWJA62687240484965,08-04-2022 21:45,NEFT,599839,10-05-2022 21:45,845378,405819,771818
156926,KUTF69653521506264,02-04-2022 23:54,Cheque,642413,28-06-2022 23:54,618219,935054,759645
892414,BSZZ86363455193813,27-05-2022 16:35,IMPS,120359,01-06-2022 16:35,65631,841462,946692
952214,DWGN80763856728956,18-04-2022 17:44,RTGS,732658,06-06-2022 17:44,970801,147611,884154
321609,UBYW37426403968321,03-06-2022 21:52,Other,487823,06-06-2022 21:52,283337,544087,542668
974243,ERGA39644442325957,09-06-2022 15:54,RTGS,681519,24-07-2022 15:54,848963,840720,983242
369461,KPWO78633752825204,18-04-2022 05:06,NEFT,786929,28-04-2022 05:06,466946,243801,57412
7598,LNNY07295907024941,10-06-2022 05:42,Other,507088,30-06-2022 05:42,704991,613673,381235
800934,XFQN50041957302998,02-05-2022 12:24,Other,438641,16-07-2022 12:24,853064,665387,700181
9952,SNYL56944559724248,15-06-2022 01:48,Other,350607,26-07-2022 01:48,685851,446614,799692
970047,PQYM71957605693766,25-04-2022 06:52,IMPS,830398,19-05-2022 06:52,564580,83601,131864
360020,YMFV31616958638710,29-04-2022 08:31,Cheque,225182,08-07-2022 08:31,719185,368221,647994
122537,NHSX94253668329196,10-05-2022 06:18,Cheque,673005,28-05-2022 06:18,334482,432080,943168
715832,EMHH03824143749954,29-04-2022 18:05,NEFT,244348,31-07-2022 18:05,890235,91765,533240
540328,TQQQ15467754749804,17-06-2022 09:56,Cheque,735892,26-06-2022 09:56,93285,285823,681437
355806,XROL06399649861834,16-05-2022 11:28,Cheque,686946,10-07-2022 11:28,72320,362815,624207
977420,ZFLD22950655796525,03-04-2022 10:27,Cheque,130638,30-04-2022 10:27,102592,508129,328644
320857,IBMX81288876629161,15-04-2022 07:24,NEFT,664368,24-05-2022 07:24,585267,195555,352513
976852,NTGQ63351116901007,08-05-2022 14:06,IMPS,430378,12-06-2022 14:06,859846,3679,455866
42530,HRCZ34337621140368,14-06-2022 14:28,Other,234926,15-07-2022 14:28,798291,591509,475324
156306,ITMF23790479037462,03-04-2022 22:31,Other,345635,11-07-2022 22:31,218292,39995,324992
668429,NTGQ63351116901007,22-04-2022 05:33,RTGS,252893,05-07-2022 05:33,585472,604807,894856
871658,SZDE32932266133854,07-04-2022 10:38,Other,305816,15-06-2022 10:38,310153,90601,501667
807379,IWLN89121620629487,13-06-2022 11:40,NEFT,559561,19-09-2022 11:40,284711,898019,68788
609630,RCFO79156846136489,26-05-2022 04:36,NEFT,791985,28-07-2022 04:36,62747,925252,569608
116076,TDJB93081247846423,30-05-2022 14:44,NEFT,676465,07-07-2022 14:44,969122,687305,376036
374657,GHPO62804524872015,09-06-2022 10:36,Other,477611,01-09-2022 10:36,931689,665166,951570
134974,OJFS69575748992073,26-05-2022 20:08,Cheque,489418,11-06-2022 20:08,893262,750509,828899
275244,WJST61566746853676,25-04-2022 15:59,NEFT,40094,16-05-2022 15:59,335313,387655,959282
834607,WOVT03916954393250,14-05-2022 15:58,Other,355635,03-08-2022 15:58,738887,303952,532129
39969,UWXX06611088476448,21-05-2022 06:57,Other,597180,13-08-2022 06:57,987212,483603,727549
287707,JUOE73230251476129,03-06-2022 17:56,NEFT,140838,06-07-2022 17:56,721088,180514,108192
792130,XEOZ08859536313108,17-06-2022 23:58,RTGS,442878,09-08-2022 23:58,18554,425737,396539
841897,MNSO79552173123484,07-04-2022 18:40,IMPS,155862,04-06-2022 18:40,333289,731637,467416
797551,THRW96571488422505,09-05-2022 15:13,RTGS,434694,12-07-2022 15:13,613648,768075,112787
805758,BKFW91832077173937,05-05-2022 00:23,Cheque,688466,11-08-2022 00:23,433303,331944,859115
792757,HOVM70710194613910,16-04-2022 23:31,IMPS,970475,12-05-2022 23:31,530669,793136,558645
421134,ZMZC27691440017501,17-05-2022 13:38,RTGS,630082,25-08-2022 13:38,531092,403579,66964
455280,KYQC68810366821418,01-06-2022 07:42,Other,254738,23-06-2022 07:42,201377,346828,541361
796715,PPRM88070372521940,29-04-2022 01:47,RTGS,800536,05-07-2022 01:47,911731,722751,569502
849614,BSZZ86363455193813,13-05-2022 03:21,Cheque,276831,15-06-2022 03:21,409043,955062,12783
168852,WGBR62773586846213,11-05-2022 11:25,Cheque,801580,15-07-2022 11:25,664991,149605,792924
348150,MXYH56715728185833,08-05-2022 23:57,IMPS,698362,28-06-2022 23:57,90106,394534,662497
48821,ILJY53674375125125,25-04-2022 18:13,NEFT,448250,22-06-2022 18:13,794651,73932,517551
783252,ASLK31888914908378,17-04-2022 23:37,NEFT,743402,04-06-2022 23:37,720074,950634,793600
374841,LZOQ37194176665508,13-04-2022 20:27,NEFT,577582,23-04-2022 20:27,109737,144616,441088
151912,KWCO20086385255422,05-06-2022 04:25,NEFT,635422,04-07-2022 04:25,647966,212498,393302
535456,NHDO76764718816483,15-05-2022 07:51,RTGS,690615,09-06-2022 07:51,515517,355688,667864
740809,KZMS26351895585543,05-04-2022 04:48,Cheque,663758,24-04-2022 04:48,135165,683720,717213
902859,RWAU05922805339440,01-06-2022 06:47,NEFT,96163,19-08-2022 06:47,714123,615641,180820
764725,IYSC87521205239365,23-05-2022 01:33,IMPS,358355,16-06-2022 01:33,728511,844347,140607
594615,VBJR91664009927887,12-04-2022 05:12,NEFT,37490,25-05-2022 05:12,654865,653308,965998
336485,QPJS65876428993986,18-04-2022 05:51,Cheque,416693,03-06-2022 05:51,741482,338673,106494
237461,FTLH07181881254605,12-06-2022 11:52,Cheque,499702,30-08-2022 11:52,947900,826937,56827
497747,ZKSH15382303007542,06-04-2022 15:24,RTGS,512769,02-07-2022 15:24,264050,827116,862326
455427,HJEF33653529624581,16-05-2022 04:50,NEFT,704415,17-08-2022 04:50,744664,160151,981582
58323,ASLK31888914908378,02-04-2022 17:06,Other,77843,22-04-2022 17:06,108233,346787,787029
425330,SBCE16096423234893,02-06-2022 14:03,Other,603361,27-08-2022 14:03,494604,545853,167493
713950,YSJB12857200007379,19-04-2022 10:24,NEFT,182919,09-07-2022 10:24,441684,732106,280500
60440,EZGF57707585892042,01-06-2022 14:23,Cheque,705126,17-06-2022 14:23,472131,892166,453883
82268,LZWC84019705307003,20-06-2022 20:43,Cheque,185973,04-07-2022 20:43,232258,258327,722817
300279,EVPL44847446749753,28-05-2022 01:56,Other,807813,17-07-2022 01:56,856945,423848,558695
887354,NKKB86939768106101,25-05-2022 16:59,Other,833896,02-06-2022 16:59,698061,548452,854432
307758,OBQO32249878450019,27-04-2022 20:30,Other,55176,04-06-2022 20:30,493341,673664,210451
430431,IXQZ20687351635684,25-04-2022 09:04,NEFT,568268,24-06-2022 09:04,80492,429716,594315
303656,LWUI70813724121468,05-05-2022 09:13,NEFT,129828,28-07-2022 09:13,623337,735178,305705
108131,KVAI97006864504984,18-05-2022 06:48,NEFT,906055,30-06-2022 06:48,302454,511465,84997
478271,YCKI34485964180222,12-04-2022 16:46,RTGS,187463,23-06-2022 16:46,509509,422800,138754
536025,XSXW82101521566248,15-04-2022 21:09,NEFT,927410,08-05-2022 21:09,42734,291677,692783
82492,KFKR90273406274680,12-06-2022 10:55,NEFT,377322,02-09-2022 10:55,94737,419891,397053
779019,GSJG11754996613596,20-04-2022 05:31,Other,84100,19-06-2022 05:31,19148,717506,779009
888710,YZQL77563033495562,10-04-2022 02:36,Other,160134,16-07-2022 02:36,747896,796979,783216
889663,LHVR63842488606701,16-04-2022 20:28,NEFT,798123,07-05-2022 20:28,225324,63845,35649
865250,NBJG99073780955405,29-05-2022 20:31,RTGS,237800,18-06-2022 20:31,340919,826270,931241
850078,DFIL66324044177145,30-04-2022 01:58,RTGS,333342,25-06-2022 01:58,56984,462950,821056
248768,CKHR61373315492979,03-04-2022 05:36,Other,36578,30-04-2022 05:36,77590,450,409868
419373,ZPEG87366001204149,25-04-2022 07:54,NEFT,88510,27-04-2022 07:54,470467,568941,809471
243987,SWAP36401867285708,13-05-2022 18:10,NEFT,841986,19-06-2022 18:10,38556,806988,740911
232334,AVBX98168742820227,06-04-2022 03:14,NEFT,122584,02-05-2022 03:14,861169,390612,754687
380595,GEZB57583068698459,12-05-2022 23:39,Cheque,500994,18-07-2022 23:39,206993,595090,237684
383849,QXLF29054814294002,27-04-2022 23:49,Cheque,789554,29-06-2022 23:49,666232,657969,269829
305603,TEFW24796125445263,20-05-2022 09:32,Other,359996,29-06-2022 09:32,180438,795682,818708
521681,PVFQ90818480522074,04-05-2022 12:15,Cheque,632198,18-05-2022 12:15,797990,221990,964465
667790,TCZI18529941830021,30-05-2022 06:51,RTGS,907870,15-06-2022 06:51,667852,321692,492383
398575,DXYO29191212744274,23-04-2022 13:07,IMPS,61816,01-07-2022 13:07,494138,337105,244324
601379,BZJT65550074640258,01-05-2022 12:27,Other,532460,29-06-2022 12:27,432322,405445,11213
226073,ZUIC83439115757264,22-05-2022 18:10,Other,990615,17-06-2022 18:10,351387,18927,589816
870223,FDSO79569418826749,29-05-2022 15:15,Cheque,280725,29-07-2022 15:15,536353,586610,361178
651970,YTLK31308946852090,08-06-2022 22:36,Other,851086,05-08-2022 22:36,538802,765271,298232
970086,FPVV89141567865958,13-06-2022 03:08,IMPS,830721,20-07-2022 03:08,309523,315201,298942
668191,VZZT79882195846807,12-05-2022 07:17,IMPS,787473,10-08-2022 07:17,709944,763028,137214
119605,BQCC18486393440488,13-06-2022 00:55,NEFT,174349,16-07-2022 00:55,636889,880782,933250
709667,GOSJ51864047277460,10-05-2022 07:33,Other,547960,20-05-2022 07:33,984053,86300,707458
544968,QKJZ99218999177619,04-05-2022 04:57,Cheque,456270,21-07-2022 04:57,370889,469062,748983
432864,QKXW69203765950466,08-04-2022 08:53,IMPS,963291,26-05-2022 08:53,991061,65390,580474
224493,QRAV29720076120080,12-04-2022 08:12,Cheque,457505,20-05-2022 08:12,987278,38127,824873
379624,LENA70540777146191,30-04-2022 14:04,RTGS,1695,24-06-2022 14:04,370601,822754,511564
850340,FEUF46210535587051,16-06-2022 05:37,Cheque,202821,09-07-2022 05:37,312968,987504,334938
462153,RZAF72050073214255,14-04-2022 12:34,RTGS,288485,07-06-2022 12:34,242709,904349,938255
115528,RWRD75292610855101,21-05-2022 17:49,NEFT,441864,14-08-2022 17:49,113732,2567,275646
163241,JCCK72992966067279,27-05-2022 09:23,Other,391269,20-08-2022 09:23,680420,391727,606368
490565,LEWQ84952384199085,07-06-2022 22:58,Cheque,438523,19-06-2022 22:58,948537,887230,262023
889355,IXQZ20687351635684,16-04-2022 02:06,NEFT,455794,28-04-2022 02:06,761695,899922,34833
122075,UPYJ65927405673240,24-04-2022 18:21,NEFT,13451,23-06-2022 18:21,596,716769,359346
156029,GDSH43481024174680,29-04-2022 04:45,IMPS,25747,17-06-2022 04:45,43084,789320,194976
260156,YYGU26299790716623,20-04-2022 12:12,NEFT,209345,22-04-2022 12:12,79383,804925,243922
980034,RZAF72050073214255,07-05-2022 23:45,RTGS,35591,30-07-2022 23:45,544769,184775,186811
904707,FYNQ55124800433465,04-05-2022 02:21,NEFT,200277,22-07-2022 02:21,440080,42635,615001
506697,JRGT43595882981997,11-05-2022 20:38,NEFT,870388,20-07-2022 20:38,189619,185557,484851
21020,INFP20029861741274,24-04-2022 08:25,NEFT,513388,30-07-2022 08:25,237108,966972,856412
536461,GXSH32295775732099,12-05-2022 15:12,Other,659478,19-06-2022 15:12,511395,610648,206811
313203,BWFN07316958978947,29-04-2022 18:17,NEFT,445752,04-08-2022 18:17,759236,308267,515568
755111,QDAC24560131754009,29-04-2022 19:56,Other,211029,13-07-2022 19:56,525961,399181,968452
610222,OYRG76793114820087,08-06-2022 21:42,IMPS,790347,13-09-2022 21:42,429212,436508,710202
449863,UUBQ35540037995728,16-05-2022 08:39,IMPS,614114,08-07-2022 08:39,864179,935920,868894
386663,AOZX25712114084270,17-04-2022 05:02,IMPS,402029,03-07-2022 05:02,486386,605258,969411
845684,LLRL10934757746694,20-04-2022 03:55,Other,486971,28-06-2022 03:55,512164,510109,870335
914056,NXMU46133258776274,20-05-2022 08:17,IMPS,657953,13-07-2022 08:17,675816,452483,392323
410409,DJCI78262905046915,10-05-2022 00:27,Cheque,296673,09-07-2022 00:27,345175,989518,269398
98041,XGZM18910369184879,02-06-2022 22:55,NEFT,934343,23-08-2022 22:55,257911,325061,995446
873889,GEZB57583068698459,05-04-2022 12:05,RTGS,712946,12-04-2022 12:05,649913,248629,253159
655317,BRUC04266777387456,08-04-2022 22:46,Cheque,457160,22-04-2022 22:46,415451,229785,429288
756270,JNUA13143630837904,12-06-2022 02:33,IMPS,294356,07-08-2022 02:33,530637,863049,126752
697343,JHXS90895465514986,10-04-2022 09:28,Other,923290,05-06-2022 09:28,797939,162440,86861
591429,UBAX31158391424938,15-04-2022 16:35,Other,28784,23-04-2022 16:35,845120,873556,477450
391469,NUPU80106632798470,16-04-2022 15:23,RTGS,928120,04-05-2022 15:23,262813,713174,872142
965077,DJVX25014895648387,11-05-2022 02:18,Cheque,859933,09-06-2022 02:18,197160,320310,724494
317395,GREU17348755541759,18-06-2022 01:59,Other,385732,24-09-2022 01:59,391883,544043,987456
689905,ZBUV53964957115020,27-04-2022 18:32,IMPS,172544,10-06-2022 18:32,843038,647643,420974
421979,ETUI49774339320933,19-04-2022 04:32,NEFT,860877,23-04-2022 04:32,376177,517029,93218
70111,UDJS12081124122833,05-04-2022 20:41,Cheque,772073,08-07-2022 20:41,692415,388783,333649
487875,UYEU27207785658684,22-05-2022 02:09,NEFT,936105,16-06-2022 02:09,449157,261688,198568
382154,XHUG75157231952223,12-05-2022 00:15,Other,835269,09-08-2022 00:15,338584,460162,215344
920632,OGAW97127009384734,01-05-2022 21:24,NEFT,688480,14-07-2022 21:24,432161,761495,223524
61354,OMHJ66881089587168,22-04-2022 08:23,Cheque,31846,14-06-2022 08:23,533314,468600,985252
118638,XDGN26246877720760,25-05-2022 06:33,NEFT,68393,01-06-2022 06:33,774345,132731,944886
367247,DRAY58552403891865,02-05-2022 22:40,Other,217040,06-06-2022 22:40,439819,348620,696528
653050,ZMEU76136484553075,14-06-2022 16:05,Other,620946,28-07-2022 16:05,23094,973923,535800
771519,GBFI17687174452196,18-06-2022 09:48,Other,939974,02-07-2022 09:48,484776,867154,342056
580478,PVZU38541199967981,25-05-2022 21:55,Other,895139,14-07-2022 21:55,752080,443945,486331
919253,TYEQ20607650146173,21-05-2022 05:48,IMPS,751883,11-06-2022 05:48,769354,601186,57967
13483,AFQR08204931043797,16-05-2022 19:32,IMPS,883376,17-06-2022 19:32,15484,268111,141127
385493,MJAP30231695254150,03-05-2022 17:14,Other,464458,09-05-2022 17:14,269226,961413,303873
315556,BVSN85303621904936,15-05-2022 05:18,Other,351972,18-08-2022 05:18,950340,508004,940467
723890,KJWY04787313682038,21-05-2022 07:18,RTGS,418585,15-07-2022 07:18,258182,279291,624559
790058,RJGQ36373998830130,21-04-2022 15:15,NEFT,472044,08-06-2022 15:15,500101,540818,318417
35323,LJTO42649739873162,31-05-2022 05:11,Other,953686,02-08-2022 05:11,268837,991164,958762
396414,XXZC61513041299499,06-04-2022 02:04,RTGS,903244,18-06-2022 02:04,379966,841399,55391
597962,BFWX75814987389203,01-05-2022 15:27,IMPS,181866,15-06-2022 15:27,868840,943082,964371
838954,YCKI34485964180222,13-04-2022 01:45,IMPS,875003,18-05-2022 01:45,392289,574787,957106
84909,JULX06284693745132,12-06-2022 02:30,RTGS,717280,12-07-2022 02:30,836871,195163,358521
369613,QGFW91692106726410,20-05-2022 23:32,Cheque,730806,20-08-2022 23:32,11706,777125,790945
672094,GBGP25021813548879,15-05-2022 01:37,Other,883687,18-07-2022 01:37,233110,518592,769733
867891,ODUJ11426699123993,10-05-2022 19:37,Cheque,815509,24-06-2022 19:37,802987,765605,536178
310417,NCUX54497413808221,19-06-2022 04:34,Other,426374,18-08-2022 04:34,719250,415197,869455
994643,KPWO78633752825204,18-06-2022 06:32,NEFT,948206,01-08-2022 06:32,828073,5191,598344
409101,ZCLY41951692616822,16-04-2022 05:15,IMPS,90724,17-04-2022 05:15,293209,123300,592396
156064,WNQV91480390428180,19-04-2022 09:23,RTGS,467011,27-04-2022 09:23,709530,356678,578047
634413,NXLP11177346114713,13-05-2022 01:35,NEFT,756275,26-07-2022 01:35,523457,277313,42859
483399,KPGW97639811008713,14-05-2022 01:55,Cheque,572474,22-05-2022 01:55,856579,334829,335624
971174,BRHX00729157542426,13-04-2022 00:45,RTGS,73306,04-07-2022 00:45,285295,682866,359671
711433,WEGM15424785114171,22-05-2022 20:12,IMPS,391863,16-07-2022 20:12,140641,184135,270023
297203,ZTBI35615909175457,17-06-2022 19:51,Other,282260,23-09-2022 19:51,722506,396743,810806
859681,ZGRZ76201258750632,30-05-2022 23:46,Other,883885,14-07-2022 23:46,377766,856062,706823
893744,HVGY95379909192815,10-04-2022 10:01,Cheque,738663,01-05-2022 10:01,554113,853912,939817
450551,QDAC24560131754009,16-04-2022 23:47,RTGS,956058,10-05-2022 23:47,795218,444395,218103
536652,ZHSW44375781235747,01-06-2022 12:20,RTGS,357601,05-08-2022 12:20,139613,41060,847360
643867,VJXO04399576714794,09-05-2022 15:45,Cheque,478473,18-05-2022 15:45,988916,612483,993995
